city,lat,long,state,content
鳥取市,35.5,134.23333,本州,鳥取市位於日本的城市鳥取市是日本鳥取縣東部的一個城市，同時是鳥取縣的縣廳所在地，現為中核市。鳥取市是日本各縣廳所在地中僅多於甲府市的人口第二少城市，人口密度也僅高於山口市。鳥取市和同屬中國地方的廣島市之間約有300公里長的陸路距離，但和近畿地方中心都市大阪市的距離只有約190公里。
伊丹市,34.78333,135.4,本州,"伊丹市位於日本的城市伊丹市是位於日本兵庫縣東南部的城市，屬於大阪市的衛星城市，距離大阪市市中心僅約10公里距離。轄內東側有豬名川、西側武庫川通過，全市大部分區域皆平坦；JR西日本的福知山線以南北芳巷通過市區，阪急伊丹線也從南面通往市中心。大阪國際機場的大部份區域位於該市轄區內，機場也被通稱為「伊丹機場」。
主要產業包括園藝及釀酒。"
札幌市,43.06667,141.35,北海道,札幌市位於日本北海道的都市札幌市是位於日本北海道道央地區的都市，為北海道首府以及石狩振興局本部所在地，也是政令指定都市之一。其擁有超過190萬人口，是北海道最大都市、以及日本人口第五大都市，集中了北海道35%的人口，而札幌都市圈更集中了北海道約半數的人口。
旭川市,43.76667,142.36667,北海道,旭川市位於日本北海道的城市旭川市是日本北海道上川綜合振興局境內的一個城市，是北海道僅次於札幌市的第二大城，現為中核市，也是該振興局的行政中心所在地。近年來以旭山動物園和旭川拉麵聞名日本國內外，現與釧路市同被指定為北海道的國際會議觀光城市。
函館市,41.76667,140.73333,北海道,函館市位於日本北海道的城市函館市，舊稱箱館，是一個位於日本北海道南部渡島半島東南龜田半島上的沿海城市，也是道南的中心城市。其東、南、西方分別被太平洋、津輕海峽和函館灣包圍，現為中核市。函館是北海道人口第三多的城市，僅次於札幌市與旭川市，是道南區域的行政、經濟、文化中心，北海道政府的派出機關渡島綜合振興局辦公室所在地亦位於此。
釧路市,42.98361,144.38361,北海道,釧路市位於日本北海道的城市釧路市是位於日本北海道東部的城市，人口為北海道境內僅次於札幌市、旭川市與函館市的第四大都市，也是道東地區最大的城市，因此日本中央政府及北海道廳在此設有負責道東區域的分支機關，甚至越南和密克羅尼西亞聯邦也在此設立名譽領事館。
苫小牧市,42.63333,141.6,北海道,苫小牧市位於日本北海道的城市苫小牧市是北海道西南部的城市，距離札幌市僅九十分鐘的車程。與室蘭市都是北海道具代表性的工業都市、企業城市和港灣都市。
帶廣市,42.91667,143.2,北海道,帶廣市位於日本北海道的城市帶廣市是位於日本北海道東南部的城市，位於十勝平原中央，是十勝綜合振興局轄內的主要城市，也是十勝地區的農產集散地，並有大量食品加工相關的產業。
小樽市,43.18333,141,北海道,小樽市位於日本北海道的都市小樽市，是位於日本北海道中央區域的一座港口都市，北邊面向日本海，東邊緊鄰北海道道廳所在地札幌市。小樽市因發展時間比大多數北海道城市來的早，是較早開始發展的港口都市之一，市區內有著許多百年傳統歷史建築。
室蘭市,42.31667,140.96667,北海道,室蘭市位於日本北海道的城市室蘭市為北海道西南部沿海的城市，位於繪鞆半島，其東、西、南三面環太平洋，具有天然良港的環境。鋼鐵工業十分發達，甚至被認為是新日本製鐵和日本製鋼所兩家製鐵公司的企業城下町，同時還有造船、煉油等工業，是北海道具代表性的重工業都市。
千歲市,42.81667,141.65,北海道,"千歲市位於日本北海道的城市千歲市是位於北海道石狩振興局南部的一個城市，為新千歲機場的所在地，因此也成為北海道的物流集散地。西部為以支笏湖為中心的山區，東部為石狩平原，緊鄰馬追丘陵，人口主要集中在中部鐵路沿線區域。
由於日本陸上自衛隊的第7師團以及航空自衛隊的第2航空團的駐地皆在此，因此全市9萬的人口中，約有三萬人從事自衛隊相關之工作。"
岩見澤市,43.2,141.78333,北海道,岩見澤市位於日本北海道的城市岩見澤市為位於日本北海道空知綜合振興局南部的城市，位於石狩平原的東部，也是空知綜合振興局辦公室的所在地。轄區內的水稻耕作面積及收穫為北海道第一。
石狩市,43.19417,141.31278,北海道,石狩市位於日本北海道的城市石狩市是位於北海道石狩振興局北部的一個城市。市名「石狩」源自從轄區中流過的石狩川，石狩川的名稱則是源自阿伊努語的「i-sikar-a-pet」，意思是「彎彎曲曲的河川」。
網走市,44.01972,144.26806,北海道,網走市位於日本北海道的城市網走市位於日本北海道東部，為鄂霍次克綜合振興局轄下城市，也是鄂霍次克綜合振興局辦公室所在地，在北見市以東約50公里。北邊面向鄂霍次克海，境內多丘陵，市中心位於網走川出海口附近，並延伸到周邊海岸附近的平地。轄區內西北部有能取湖，中部有網走湖、東部有濤沸湖，皆屬於網走國定公園。
稚內市,45.41472,141.67611,北海道,稚內市位於日本北海道的城市稚內市是位於日本北海道北部的城市，也是宗谷綜合振興局所在地，是日本實際控制領土中的最北端，也因此轄區內有許多事物被冠上「日本最北」的稱號。東面向鄂霍次克海，西面日本海，北為宗谷海峽，從最北端的宗谷岬到對岸庫頁島南端的西能登呂岬的距離約為43公里。
根室市,43.33333,145.58333,北海道,根室市根室市為日本北海道根室振興局的市，位於北海道最東端區域，也是根室支廳所在地。名稱來自阿伊努語的「ni-moy/ni-muy」或「ni-mu-oro」或「mem-or-o-pet」。
紋別市,44.35,143.35,北海道,紋別市位於日本北海道的城市紋別市為位於日本北海道鄂霍次克綜合振興局北部的城市，北側面鄂霍次克海，冬季時岸邊會有流冰，南部為台地。名稱源自阿伊努語的「mo-pet」，意思為安靜的河。由於過去在日高支廳的門別町日文發音同樣為もんべつ，因此紋別市習慣上以「鄂霍次克紋別」或「北見紋別」的稱呼來區別。
留萌市,43.93694,141.63917,北海道,留萌市位於日本北海道的城市留萌市是日本北海道留萌振興局的振興局所在地，位於留萌振興局南部，臨日本海，也是留萌振興局的中心城市，主要的產業包括商業、土木業和水產加工業。雖然輝煌不及往昔，但現在仍是鯡魚的主要捕獲港口，也是鯡魚卵的最大加工地。擁有日本少有的入超港——留萌港。
中標津,43.55,144.96667,北海道,中標津町中標津町為日本北海道根室振興局標津郡的町，位於根室支廳中部區域，產業以酪農業及商業為主。2005年起，成為北海道廳的移民促進市町村，推廣道外移民遷入。在2005年的人口普查中，為釧路、根室地方中唯一人口增加的地區。町名源自阿伊努語的「si-pet」，意思為大河。
余市町,43.2,140.78333,北海道,余市町位於日本北海道的城鎮余市町是北海道後志綜合振興局北部一個以果樹栽種為主的城鎮，臨日本海。海岸部份為二世古積丹小樽海岸國定公園的一部分。名稱源自阿伊努語「yu-ot-i」或「i-ot-i」。
森町,42.1,140.58333,北海道,森町位於日本北海道的城鎮森町是北海道渡島綜合振興局中部的一個以農業和漁業為主的城鎮，北海道最早的地熱發電所設於此。過去阿伊努族稱此地為「o-ni-us-i」或「o-ni-us-pet」，因此後來便以「森」命名。
江差町,41.86667,140.13333,北海道,江差町位於日本北海道的城鎮江差町是北海道檜山振興局中部的一個城鎮，臨日本海，是檜山振興局辦公室的所在地。由於町名發音與同樣位於北海道的枝幸町同為えさしちょう，因此常以「檜山江差」的稱呼來區別。町名源自阿伊努語的「e-sas-us」，意思是昆布。或者是「e-sa-us-i」，意思是海岬。
岩內町,42.97889,140.50917,北海道,查看以下內容的搜尋結果：岩內町 (位於日本北海道的城鎮)人口： 1.321 萬 (2016 年 9 月 30 日)市長： Yuji Kamioka
浦河町,42.16917,142.76778,北海道,浦河町浦河町位於北海道日高振興局中部，北部為日高山脈，南面太平洋，常發生地震；也是日高振興局所在地。町名源自阿伊努語的「urar-pet」，意思為有濃霧的河川。
斜里町,43.91667,144.66667,北海道,斜里町斜里町是位於日本北海道東部的行政區劃，屬鄂霍次克綜合振興局管轄，北部面向鄂霍次克海，南部有斜里岳等高山．受到鄂霍次克海海流及冬季浮冰的影響，全年平均氣溫僅約7度。該町的東部位於被列為世界遺產的知床半島北部，為知床國立公園的一部份。町名源自阿伊努語的「sar-i」，意思是生長蘆葦的地方。
厚岸町,43.0575,144.83694,北海道,厚岸町厚岸町位於北海道釧路綜合振興局東南部。町名是來自阿伊努語的「at-kep-us-i」或是「at-kes-to」，也有人認為是「atke-tek-us-i」。
瀨棚町,42.45,139.85,北海道,瀨棚町位於日本北海道的城鎮瀨棚町是日本北海道檜山振興局北部的一個城鎮，北部為以狩場山的山區，東南部則是以遊樂部岳為主的山區，西側鄰日本海。現在的瀨棚町和2005年以前的前身行政區劃「瀨棚町」的中文名稱雖然同為「瀨棚」，但日文原名是不同的，現在的瀨棚町日文原名是使用「瀨棚」的平假名「せたな」。
湧別町,44.21667,143.61667,北海道,湧別町湧別町位於北海道鄂霍次克綜合振興局中部鄂霍次克海沿岸，位於湧別川河口。轄區東部為佐呂間湖。名稱源自阿伊努語的「yupe」或「yu-pet」或「ipe-ot-i」。
松前町,41.43333,140.11667,北海道,松前町位於日本北海道的城鎮松前町是北海道渡島綜合振興局西南部的一個城鎮，位於北海道最南端的位置，西面日本海，南臨津輕海峽，也是北海道唯一的城下町，松前藩的政治、經濟、文化中樞；以松前城以及全國著名的賞櫻場所聞名。因為過去是松前藩的中樞，因此以「松前」命名。「松前」的名字是源自阿伊努語的「mat-oma-i」或是「mat-oma-nay」。
大空町,43.91667,144.16667,北海道,大空町大空町位於北海道鄂霍次克綜合振興局東部，為2006年3月31日由女滿別町和東藻琴村合併後新設立的町。轄區內有網走川通過。氣象廳地磁觀測所在此設有女滿別辦事處進行地磁觀測。町名為合併時向居民公開徵選而來，由於轄區內有女滿別機場，為網走支廳南部的通往天空的大門，因此以「大空」命名。
廣尾町,42.32722,143.21028,北海道,廣尾町廣尾町位於北海道十勝綜合振興局南部。名稱來自阿伊努語的「pi-ruy-pet」、「pir-or」、「pi-or」或「pira-or」。
羅臼町,44.01667,145.18333,北海道,羅臼町羅臼町為日本北海道根室振興局目梨郡的町，位於知床半島的東南部，面對根室海峽與國後島相對。名稱來自阿伊努語的「ra-us-i」，意思為低的地方、有腸的地方或有獸骨的地方。
襟裳町,42.06667,143.15,北海道,襟裳町襟裳町位於北海道日高振興局東南部，臨太平洋，位於日高山脈的最南端，也是北海道主體部分的最南端襟裳岬為於此。由於兩面臨海，常有強風，每年有290天以上的風速超過每秒10公尺，因此也成為北海道第一個設置民營風力發電所的地方。
增毛町,43.85,141.53333,北海道,增毛町增毛町是日本北海道留萌振興局南部的町，西鄰日本海，東側位山區，轄區內有暑寒別天賣燒尻國定公園的暑寒別岳。牡丹蝦的捕獲量是全日本第一，此外也有大量的紅蝦。又由於具有良好水質，轄區內有日本最北端的大型酒造「本間造酒」，其代表品牌為「國稀」。名稱源自阿伊努語的「maskin-i」或「mas-ke」。
樣似町,42.13333,142.93333,北海道,樣似町樣似町位於北海道日高振興局東南部，北部為日高山脈，西南面太平洋。町名被認為是源自阿伊努語的「samam-ni」或是「saman-i」。
雄武町,44.58333,142.96667,北海道,雄武町雄武町位於北海道鄂霍次克綜合振興局西北部，接鄰上川綜合振興局和宗谷綜合振興局，緊鄰鄂霍次克海。町名源自阿伊努語的「o-mu-i」，意思為堵塞的河口。
松山市,33.83333,132.76667,四國,松山市位於日本的城市松山市是日本四國愛媛縣最大的城市，也是愛媛縣的縣廳所在地。松山市是四國地方人口最多的城市，屬於中核市。松山市是以松山城為中心發展而成的城下町，因道後溫泉而自古就是著名的溫泉療養地，擁有眾多古蹟。
高松市,34.35,134.05,四國,高松市位於日本的城市高松市是位於日本四國地方東北部香川縣中部的城市，也是香川縣縣廳所在地，目前是中核市。高松市位於讚岐平原，臨瀨戶內海，是一座港口城市。由於高松市是四國距離本州最近的城市之一，加上過去國鐵運行的宇高聯絡船停靠在高松，使得高松是四國的門戶，眾多中央政府在四國的分支機關和全國性企業的四國分公司都設在高松。
高知市,33.56667,133.53333,四國,高知市日本城鎮
德島市,34.06667,134.55,四國,德島市位於日本四國的城市德島市是日本四國地方德島縣東北部的一個城市，位於吉野川河口，臨紀淡海峽，為德島縣的縣廳所在地。德島市在江戶時代是德島藩的城下町，在幕末時期因蓼藍產業的發展而是日本人口第10多的城市。德島市是德島縣的政治、經濟和文化中心，雖然屬於四國地方，但自古以來一直與近畿地方往來密切。
今治市,34.06333,133.00667,四國,今治市位於日本的城市今治市是位於愛媛縣東北部高繩半島的城市，臨瀨戶內海，其人口在愛媛縣內僅次於松山市位居第二，在全四國地區中為第五大城，次於四個縣的縣政府所在地。
新居濱市,33.96667,133.28333,四國,查看以下內容的搜尋結果：新居濱市 (位於日本四國的城市)市議員數： 26市長： 石川勝行
西條市,33.91667,133.18333,四國,西條市位於日本四國的城市西條市為位於愛媛縣東予地方的城市。沿海地區與鄰近的四國中央市、新居濱市、今治市、松山市共同連成中四國地區最大規模的工業區，產業包括材料、半導體、造船、飲料、發電、鋼鐵等，工業產值為全四國地區最大。
丸龜市,34.28333,133.8,四國,丸龜市位於日本的城市丸龜市是位於日本香川縣中西部的城市，亦為香川縣人口第二多的城市，僅次於高松市。該市團扇的產量占了全日本的九成。轄區位於丸龜平原東北部，臨瀨戶內海，位於海上的鹽飽群島亦有部分屬於丸龜市。由於地形以平原為主，轄區內的田地和山林地只佔了20%，有73%的地區為可居住地區。
宇和島市,33.21667,132.56667,四國,宇和島市位於日本的城市宇和島市是位於日本四國地方西部，愛媛縣西南部的城市，也是南予地方的主要城市。由於為溺灣海岸，漁業、珍珠養殖、鯛魚養殖發達，除了漁業以外，還有生產汽車零件的輕製造業。
阿南市,33.91667,134.66667,四國,查看以下內容的搜尋結果：阿南市阿南市是位於德島縣東南部的市，為四國最東端的市町村級行政區劃，也是德島縣南部地區的行政中心。過去曾是全日本竹筍產量最多的地方。知名發光二極體製造商日亞化學工業的本社設於此，而其半數工廠也在此地。
坂出市,34.31667,133.86667,四國,坂出市位於日本的城市坂出市是位於日本香川縣中央的城市，為瀨戶大橋四國側的入口。過去沿海地區曾為大片的鹽田，但現在鹽田皆已消失，被造船及化學工業區所取代。
小松島市,33.98472,134.59556,四國,查看以下內容的搜尋結果：小松島市 (位於日本四國的城市)人口： 3.682 萬 (2019 年 6 月 1 日)市議員數： 15
伊予市,33.75806,132.70361,四國,伊予市位於日本四國的城市伊予市是位於愛媛縣中予地方的城市。市名源自舊國名「伊予國」，由於「伊予」的日文舊字體為「伊豫」，因此1955年改制為市時最初的市名為「伊豫市」，但之後新字體的「伊予市」也可通用，直到1992年正式決定所有官方文書都採用「伊予市」，並於2004年確認以「伊予市」為正式名稱。
八幡濱市,33.46278,132.42333,四國,八幡濱市位於日本的城市八幡濱市是位於愛媛縣西部佐田岬半島根部的城市，因為天然的良港八幡濱港，也因此具有四國規模最大的魚市場。八幡濱港同時也是四國往返九州的重要港口。城市名稱源自「八幡濱浦」，由於當地在7世紀建立了八幡神社，因此海邊地區便以「八幡大神所在地的海邊」來命名。
東香川市,34.25,134.36667,四國,"東香川市位於日本四國的城市東香川市是位於日本香川縣東部的城市。東南側以讚岐山脈與德島縣相鄰，東北側為瀨戶內海。
過去日本有九成的手套在此生產，但在1990年代起為了降低成本，工廠逐漸外移到中國和東南亞地區，現改以生產技術性的特殊手套為主。"
松前町,33.79361,132.72778,四國,松前町位於日本四國的城鎮松前町是位於愛媛縣中部松山平原南端的城鎮，臨瀨戶內海伊予灘，屬伊予郡。為愛媛縣內人口最多的町，在四國地區則是人口第二多的町，次於德島縣藍住町。
須崎市,33.4,133.28333,四國,須崎市位於日本四國的城市須崎市是位於高知縣中部臨太平洋的城市。轄區內多為喀斯特地形，並延伸至海岸線，因此具有許多複雜的海灣地形。也因此石灰及水泥成為轄內主要產業。
多度津町,34.26667,133.75,四國,多度津町位於日本的城鎮多度津町是位於香川縣西部臨海的一個城鎮，屬仲多度郡的一町，轄區包括位於瀨戶內海的鹽飽群島高見島和佐柳島。古起就是海上、陸上交通要所，現在也是JR四國 土讚線的起點。日本武術流派少林寺拳法的總本部也設於此。
宇多津町,34.31667,133.83333,四國,宇多津町位於日本四國的城鎮宇多津町是位於日本香川縣中部靠海的一個城鎮。現為香川縣面積最小的行政區劃，但也是人口密度與人口成長率都最高的。過去在沿海地區皆為鹽田，但在1980年代前陸續停止使用，並配合瀨戶大橋的興建重新進行了土地規劃，而建於此地區的黃金塔，其158公尺的高度則是四國地區最高的陸地建築物。
土佐清水市,32.83028,132.89667,四國,"土佐清水市位於日本四國的城市土佐清水市是位於高知縣西南端的城市。由於交通不便，無鐵路和高速道路，為高知縣內11市中，人口減少且老齡化最嚴重的城市。主要產業遠洋漁業受過疎化、高齢化影響也陷入衰退。轄區內有全四國地區唯一的航空自衛隊基地－土佐清水分屯基地。
日本明治時代的知名翻譯約翰萬次郎出身於此。"
土庄町,34.48333,134.18333,四國,土庄町土庄町是隸屬日本香川縣小豆郡的一町，主要轄區包括：小豆島西北部和前島、豐島、小豐島。以世界最窄的海峽土淵海峽聞名。1990年曾因豐島上長達16年的非法傾倒事業廢棄物問題而登上日本全國媒體版面。
伊方町,33.4775,132.32972,四國,伊方町伊方町是位於愛媛縣佐田岬半島上的町。產業以農漁業為主，主要產物包括橘子和鯖魚。由於佐田岬半島狹窄細長，半島上地形又陡峭，因此在稜線上適合興建風力發電廠，轄區內有多達六座風力發電廠，近60座風車 。此外，轄區內的四國電力伊方核能發電廠的發電量佔了四國地區的35%。
牟岐町,33.66667,134.41667,四國,牟岐町位於日本的城鎮牟岐町是位於德島縣南部海岸的一個城鎮。主要市區分布於位於轄區中央的牟岐川兩岸，農業為主要產業，沿海地區幾乎皆為斷崖峭壁。但長受到颱風和震央位於四國南部海域的地震所影響。海上則有大島、津島、出羽島三個島嶼，其中出羽島有人居住。
福岡市,33.59167,130.40194,九州,福岡市位於日本的都市福岡市是位於日本九州北部、福岡縣西部的都市，為福岡縣首府，同時為政令指定都市之一。全市人口約158萬，是九州最大都市與政治、經濟、交通中心，也是大阪以西人口最多的城市。以福岡市為中心的福岡都市圈聚集了眾多政府機關和企業分公司，是日本人口第四多的都市圈，並和北九州都市圈共同構成了北九州－福岡都市圈。
北九州市,33.85167,130.84667,九州,北九州市位於日本九州的都市北九州市是日本福岡縣北部的一個政令指定都市，位於九州島最北端，隔關門海峽與本州相望。
熊本市,32.78333,130.73333,九州,查看以下內容的搜尋結果：熊本市 (位於日本九州的城市)市長： 大西一史大學： 熊本大學、熊本學園大學和熊本縣立大學
鹿兒島市,31.6,130.55,九州,鹿兒島市位於日本九州的城市鹿兒島市是位於日本九州島南端的一個城市，是鹿兒島縣的縣廳所在地，也是鹿兒島縣的政治、經濟、文化中心，人口數佔了全鹿兒島縣的35%，同時也是九州地方人口是第四多的城市，次於福岡市、北九州市、熊本市。鹿兒島市亦是全國人口第三多的中核市，次於千葉縣船橋市及埼玉縣川口市。
大分市,33.23333,131.60667,九州,大分市位於日本九州的城市大分市是位於日本九州東部的主要城市，也是大分縣的縣廳所在地。在過去曾是豐後國的國府所在地，故有府內的別稱。目前是中核市。是九州僅次於福岡市、北九州市、熊本市、鹿兒島市的第五大城市。轄區位於大分縣的中部，由大分川和大野川所形成的沖積平原－大分平原上，四周為丘陵所環抱。轄區的部分地區也被列入瀨戶內海國立公園的範圍。
長崎市,32.74361,129.88056,九州,長崎市位於日本的都市長崎市是位於日本九州西部的都市，為長崎縣縣治，也是日本西部的重要港灣城市。其歷史始於安土桃山時代對長崎港的開拓，在江戶時代的鎖國時期，更是日本唯一的國際貿易港口，與荷蘭、中國有密切的交流，並有外國人居住區出島。
宮崎市,31.91667,131.41667,九州,宮崎市位於日本九州的城市宮崎市是位於日本九州地方東南部，宮崎縣中部的城市，也是宮崎縣縣政府所在地。宮崎市擁有喜凱亞、青島、日本職棒集訓等觀光資源，是一座以服務業為主的城市。喜凱亞度假區內的喜來登頂級海洋度假大飯店是九州最高的建築。宮崎市有人口約40萬人，是九州人口第七多城市，自1998年開始是中核市。
佐世保市,33.18333,129.71667,九州,佐世保市位於日本的城市佐世保市是日本長崎縣北部地區的一座城市，人口數量在長崎縣中排名第二，僅次於長崎市。以日本的造船和國防工業之城為人所知，設有駐日美軍的佐世保美國海軍基地，也是九州最大的主題樂園「豪斯登堡」所在地，因此也是著名的觀光都市。
佐賀市,33.26667,130.3,九州,佐賀市位於日本九州的都市佐賀市是日本九州佐賀縣內的最大都市，同時也是佐賀縣的縣廳所在地。佐賀市最早設置於1889年，在平成大合併時期，先後與周邊的諸富町、大和町、富士町、三瀬村、川副町、東與賀町、久保田町合併。
博多區,33.59139,130.41472,九州,您是不是要查： 博多去 九州
都城市,31.71667,131.06667,九州,都城市位於日本九州的城市都城市是位於日本宮崎縣西南端的城市，是宮崎縣內人口第二多的城市。於2006年1月1日，由舊山之口町、高城町、山田町、高崎町與舊都城市合併而成。都城市位於都城盆地，西側為霧島山地、東側為鰐塚山地，大淀川從轄區中流過。
諫早市,32.85,130.06667,九州,諫早市位於日本九州的城市諫早市是位於日本長崎縣中央的城市，人口為縣內僅次長崎市和佐世保市之第三大城市，也是九州的第十二大城市。近年來該市面臨市街地空洞化的危機。轄區內正在進行的諫早灣干拓事業為日本正在進行的大型圍墾工程之一。
八代市,32.5,130.6,九州,八代市位於日本九州的城市八代市為日本熊本縣南部的主要城市，也是熊本縣內人口第二多的城市，過去曾經是疊蓆的原料藺草的主要產地。轄區內約70%地區為山地，其餘地區為平原；被列為日本三大急流之一的球磨川在此流入八代海，而轄區內主要市區也集中於球磨川出海口附近。
延岡市,32.58333,131.66667,九州,延岡市位於日本九州的城市延岡市是位於日本宮崎縣北部的城市，人口約13萬人，為宮崎縣內人口數量第三多的城市，也是宮崎縣北部的主要城市。日本的化學材料公司旭化成創業初期的工廠設於此，也帶動了本地的發展，因此延岡也被稱為企業城下町。
唐津市,33.45,129.96667,九州,唐津市位於日本的都市唐津市為位於日本佐賀縣西北部東松浦半島側的港灣都市，也是佐賀縣北部的中心都市。由於過去是日本前往中國的港口，在當時中國被稱為「唐」，因此得到「唐津」之名。
大牟田市,33.03333,130.45,九州,大牟田市位於日本九州的城市大牟田市是位於福岡縣最南端的一個城市，為福岡縣內人口第五多的城市，與相鄰的三山市、熊本縣荒尾市、南關町、長洲町同屬共同的生活圈，特別是與南側屬熊本縣的荒尾市往來密切，兩市的市區也是直接接鄰，因此過去也曾出現了跨縣市合併的意見。
Beppu,33.27944,131.5,九州,查看以下內容的搜尋結果：別府市 (位於日本九州的城市)市長： 長野恭紘大學： 別府大學、立命館亞洲太平洋大學和別府溝部學園短期大學
浦添市,26.25139,127.71472,九州,九州日本沖繩縣浦添市附近（株）九州総搬 沖縄営業所   沒有任何評論 建築公司 · 3 Chome-25-1 Gusukumaいすゞ自動車九州株式会社・浦添サービスセンター 3.0  (5) 汽車維修及保養 · 5 Chome-4-7 Makiminato日本光電九州（株） 南九州支社沖縄営業所   沒有任何評論 電力公司 · 3 Chome-2-13 Maeda更多地點
鹿屋市,31.41667,130.88333,九州,"鹿屋市位於日本九州的城市鹿屋市是位於日本九州大隅半島中央的城市，是大隅半島的行政、經濟、產業的中心，隸屬鹿兒島縣。人口約有10萬人，在鹿兒島縣為人口第三多的城市，次於鹿兒島市和霧島市。特產包括黑豬、小型肉雞、花生和紅薯。日本唯一的國立體育大學鹿屋體育大學位於此。
市名「鹿屋」的由來，根據鹿屋市史的資料，有以下幾種說法："
宜野灣市,26.28167,127.77833,九州,"九州日本沖繩縣宜野灣市附近九州三菱電機販売（株） 沖縄営業所   沒有任何評論 2 Chome-7-10 MashikiＴＬＣ南九州（株） 沖縄事業所   沒有任何評論 建材商店 · 7 Chome-7-17 Oyamaあやなすの杜   沒有任何評論 護理服務代理 · 9, 沖縄県宜野湾市伊佐3丁目9−19更多地點"
大村市,32.9,129.95833,九州,大村市位於日本九州的城市大村市為位於日本長崎縣中央部的城市；東部為多良岳縣立公園，西側面向大村灣。 長崎機場也位於此。由於位於長崎縣的中央，交通便利，現逐漸發展為長崎市與佐世保市的通勤城市。
若松區,33.90556,130.81111,九州,若松區濱海若松區 (Wakamatsu) 的響灘綠地 (Green Park) 有自行車和腳踏船租賃服務、夏季戲水泳池，及設置了 100 個座椅的鞦韆。溫室中展示著熱帶植物和蝴蝶，另外還有玫瑰花園和露天音樂會舞台。附近的高塔山公園 (Takatoyama Park) 繡球花和杜鵑花盛開，是熱門的丘頂觀景點。本町 (Honmachi) 一帶有熱鬧的麵店和氣氛悠閒的居酒屋。
中津市,33.6,131.18333,九州,中津市位於日本九州的城市中津市是位於日本九州大分縣西北端的一個城市。是大分縣北部的主要城市，也是大分縣內第三大城市；為大分縣內的觀光都市之一，主要景點包括：中津城、福澤諭吉故宅、耶馬溪。過去屬於豐前國，與福岡縣東部的地區往來頻繁，因此也有出現與福岡縣相鄰城鎮合併的提議。
佐伯市,32.96667,131.9,九州,佐伯市位於日本的城市佐伯市是位於日本大分縣東南部的一個城市，為九州裡面積最大的市町村級行政區劃。東部面向豐後水道，其海岸由於為谷灣地形，已被列為日豐海岸國定公園的範圍。西部和南部的內陸地區則屬於祖母傾國定公園。
日田市,33.31667,130.93333,九州,日田市位於日本九州的城市日田市是位於日本大分縣西北部的一個城市，雖然隸屬大分縣，但因為地形的關係，與福岡縣的筑前地方和筑後地方往來較為頻繁。
鸟栖市,33.38333,130.5,九州,鳥栖市位於日本九州的城市鳥栖市是位於日本九州佐賀縣東部的城市，位於筑紫平野上，是九州主要的交通中心，鳥栖車站是鹿兒島本線與長崎本線的分岐點，轄區內的鳥栖系統交流道則是九州自動車道、長崎自動車道、大分自動車道的交會點。由於居住人口中約有5%是至福岡市通勤或就學，因此也會被列入福岡都市圈的一部分。
戶畑區,33.89472,130.82944,九州,戶畑區面海的戶畑區是工業要地，以若戶大橋聞名；這座 1960 年代建立的豔紅吊橋會在夜晚亮燈，吸引遊客從鄰近的大橋公園拍照。在離海邊較遠處，夜宮公園種有春蕾繁盛的梅和櫻，並有大片的鳶尾花；園內有棟 1912 年建立的新藝術風格建築，是西日本工業俱樂部的所在。此區還坐落著位處山頂的北九州市立博物館，專門收藏日本和歐洲的畫作與雕刻。
日向市,32.41667,131.61667,九州,日向市位於日本九州的城市日向市是位於日本宮崎縣東北部的城市。
日南市,31.60556,131.37861,九州,日南市位於日本九州的城市日南市是位於日本宮崎縣南部的城市。有九州的小京都之稱。轄區位於鰐塚山脈的周邊，轄區約有百分之七十七為森林地，特產是飫肥杉，是過去治理此地的飫肥藩進行造林而成。
伊萬里市,33.26667,129.88333,九州,伊萬里市位於日本九州的城市伊萬里市是位於日本佐賀縣的城市，以伊萬里燒而聞名。
荒尾市,32.97694,130.47583,九州,荒尾市位於日本九州的城市荒尾市為位於日本熊本縣北部的城市。北部與福岡縣大牟田市相鄰，屬於大牟田都市圈，市區也與大牟田市的市區接連在一起，也因此有與大牟田市進行跨縣合併的提案。特產為水梨，九州最大的遊樂園格林主題樂園位於此。
島原市,32.76667,130.33333,九州,島原市位於日本九州的城市島原市為日本長崎縣東南部島原半島上的城市，為島原半島的主要都市。
指宿市,31.25278,130.63306,九州,指宿市位於日本九州的城市指宿市是位於日本鹿兒島縣薩摩半島南端的城市，是知名的觀光城市，以指宿溫泉而聞名。最有名的為當地的熱砂溫泉。當地亦是江戶幕府末期，第十三代將軍德川家定的正室，天璋院篤姬的老家，「今和泉島津家」的所在地。因其氣候溫暖，自稱為「日本的夏威夷」。
長與町,32.83111,129.88417,九州,查看以下內容的搜尋結果：長與町 (位於日本九州的城鎮)人口： 4.257 萬 (2017 年 3 月 1 日)大學： Siebold University of Nagasaki
臼杵市,33.13333,131.8,九州,"臼杵市位於日本九州的城市臼杵市是位於日本大分縣東部的一個城市，與大分市位於相同的生活圈。東側面向臼杵灣，主要是區位於臼杵川河口附近的平原地區；內陸區域的北部為丘陵，南部為約海拔500公尺的山區。氣候紹年均溫在15至17度之間，平均降雨量為1,500至1,800公厘之間。"
